Block,Date,Time
13674479,2024-05-19,23:59:55
13659808,2024-05-18,23:59:55
13645188,2024-05-17,23:59:57
13630510,2024-05-16,23:59:59
13615848,2024-05-15,23:59:54
13601177,2024-05-14,23:59:56
13586469,2024-05-13,23:59:56
13571744,2024-05-12,23:59:58
13557048,2024-05-11,23:59:58
13542408,2024-05-10,23:59:57
13527688,2024-05-09,23:59:56
13512992,2024-05-08,23:59:55
13498248,2024-05-07,23:59:54
13483536,2024-05-06,23:59:58
13468782,2024-05-05,23:59:57
13454065,2024-05-04,23:59:55
13439349,2024-05-03,23:59:55
13424647,2024-05-02,23:59:54
13409960,2024-05-01,23:59:59
13395241,2024-04-30,23:59:58
13380511,2024-04-29,23:59:55
13365774,2024-04-28,23:59:57
13351068,2024-04-27,23:59:56
13336369,2024-04-26,23:59:58
13321697,2024-04-25,23:59:53
13306997,2024-04-24,23:59:55
13292295,2024-04-23,23:59:56
13277562,2024-04-22,23:59:59
13262804,2024-04-21,23:59:57
13248153,2024-04-20,23:59:54
13233504,2024-04-19,23:59:57
13218867,2024-04-18,23:59:54
13204172,2024-04-17,23:59:57
13189487,2024-04-16,23:59:56
13174797,2024-04-15,23:59:57
13160102,2024-04-14,23:59:55
13145416,2024-04-13,23:59:55
13130745,2024-04-12,23:59:58
13116073,2024-04-11,23:59:56
13101395,2024-04-10,23:59:56
13086722,2024-04-09,23:59:56
13072041,2024-04-08,23:59:56
13057352,2024-04-07,23:59:59
13042690,2024-04-06,23:59:56
13028059,2024-04-05,23:59:58
13013421,2024-04-04,23:59:59
12998734,2024-04-03,23:59:57
12984028,2024-04-02,23:59:56
12969311,2024-04-01,23:59:57
12954567,2024-03-31,23:59:56
12939858,2024-03-30,23:59:55
12925143,2024-03-29,23:59:56
12910465,2024-03-28,23:59:55
12895742,2024-03-27,23:59:55
12881013,2024-03-26,23:59:59
12866259,2024-03-25,23:59:59
12851475,2024-03-24,23:59:59
12836711,2024-03-23,23:59:58
12821959,2024-03-22,23:59:59
12807349,2024-03-21,23:59:58
12792988,2024-03-20,23:59:57
12778284,2024-03-19,23:59:56
12763590,2024-03-18,23:59:56
12748904,2024-03-17,23:59:58
12734239,2024-03-16,23:59:57
12719581,2024-03-15,23:59:59
12704936,2024-03-14,23:59:58
12690234,2024-03-13,23:59:54
12675505,2024-03-12,23:59:57
12660811,2024-03-11,23:59:54
12646125,2024-03-10,23:59:56
12631458,2024-03-09,23:59:59
12616777,2024-03-08,23:59:56
12602073,2024-03-07,23:59:56
12587369,2024-03-06,23:59:56
12572654,2024-03-05,23:59:56
12557899,2024-03-04,23:59:57
12543123,2024-03-03,23:59:59
12528390,2024-03-02,23:59:55
12513666,2024-03-01,23:59:57
12498914,2024-02-29,23:59:55
12484182,2024-02-28,23:59:54
12469443,2024-02-27,23:59:57
12454731,2024-02-26,23:59:54
12440040,2024-02-25,23:59:57
12425459,2024-02-24,23:59:54
12410814,2024-02-23,23:59:59
12396108,2024-02-22,23:59:55
12381369,2024-02-21,23:59:56
12366631,2024-02-20,23:59:59
12351883,2024-02-19,23:59:57
12337091,2024-02-18,23:59:59
12322304,2024-02-17,23:59:57
12307528,2024-02-16,23:59:59
12292765,2024-02-15,23:59:54
12278073,2024-02-14,23:59:56
12263344,2024-02-13,23:59:54
12248586,2024-02-12,23:59:59
12233829,2024-02-11,23:59:57
12219089,2024-02-10,23:59:58
12204345,2024-02-09,23:59:59
12189622,2024-02-08,23:59:58
12174878,2024-02-07,23:59:55
12160126,2024-02-06,23:59:56
12145351,2024-02-05,23:59:56
12130593,2024-02-04,23:59:59
12115858,2024-02-03,23:59:56
12101108,2024-02-02,23:59:55
12086364,2024-02-01,23:59:54
12071620,2024-01-31,23:59:58
12056862,2024-01-30,23:59:58
12042083,2024-01-29,23:59:55
12027320,2024-01-28,23:59:58
12012563,2024-01-27,23:59:59
11997798,2024-01-26,23:59:54
11983048,2024-01-25,23:59:55
11968269,2024-01-24,23:59:58
11953502,2024-01-23,23:59:57
11938741,2024-01-22,23:59:56
11923980,2024-01-21,23:59:56
11909232,2024-01-20,23:59:58
11894478,2024-01-19,23:59:55
11879737,2024-01-18,23:59:57
11865008,2024-01-17,23:59:58
11850271,2024-01-16,23:59:58
11835539,2024-01-15,23:59:58
11820830,2024-01-14,23:59:55
11806100,2024-01-13,23:59:59
11791391,2024-01-12,23:59:55
11776681,2024-01-11,23:59:57
11761980,2024-01-10,23:59:55
11747366,2024-01-09,23:59:55
11732676,2024-01-08,23:59:58
11717979,2024-01-07,23:59:55
11703266,2024-01-06,23:59:57
11688543,2024-01-05,23:59:54
11673820,2024-01-04,23:59:56
11659071,2024-01-03,23:59:55
11644342,2024-01-02,23:59:56
11629618,2024-01-01,23:59:58
11614852,2023-12-31,23:59:59
11600107,2023-12-30,23:59:57
11585366,2023-12-29,23:59:59
11570626,2023-12-28,23:59:55
11555912,2023-12-27,23:59:54
11541187,2023-12-26,23:59:54
11526440,2023-12-25,23:59:54
11511688,2023-12-24,23:59:55
11496969,2023-12-23,23:59:55
11482231,2023-12-22,23:59:59
11467470,2023-12-21,23:59:59
11452713,2023-12-20,23:59:57
11437962,2023-12-19,23:59:59
11423202,2023-12-18,23:59:56
11408446,2023-12-17,23:59:56
11393724,2023-12-16,23:59:57
11379018,2023-12-15,23:59:58
11364309,2023-12-14,23:59:53
11349601,2023-12-13,23:59:59
11334896,2023-12-12,23:59:55
11320247,2023-12-11,23:59:59
11305534,2023-12-10,23:59:57
11290864,2023-12-09,23:59:59
11276217,2023-12-08,23:59:55
11261536,2023-12-07,23:59:57
11246820,2023-12-06,23:59:54
11232097,2023-12-05,23:59:55
11217356,2023-12-04,23:59:54
11202579,2023-12-03,23:59:55
11187833,2023-12-02,23:59:56
11173109,2023-12-01,23:59:56
11158351,2023-11-30,23:59:59
11143579,2023-11-29,23:59:55
11128786,2023-11-28,23:59:55
11113984,2023-11-27,23:59:57
11099178,2023-11-26,23:59:58
11084396,2023-11-25,23:59:57
11069608,2023-11-24,23:59:59
11054840,2023-11-23,23:59:54
11040068,2023-11-22,23:59:54
11025263,2023-11-21,23:59:58
11010461,2023-11-20,23:59:56
10995676,2023-11-19,23:59:58
10980919,2023-11-18,23:59:55
10966148,2023-11-17,23:59:56
10951354,2023-11-16,23:59:59
10936570,2023-11-15,23:59:57
10921805,2023-11-14,23:59:56
10907004,2023-11-13,23:59:58
10892184,2023-11-12,23:59:57
10877422,2023-11-11,23:59:58
10862668,2023-11-10,23:59:55
10847950,2023-11-09,23:59:55
10833287,2023-11-08,23:59:56
10818581,2023-11-07,23:59:55
10803854,2023-11-06,23:59:58
10789073,2023-11-05,23:59:56
10774329,2023-11-04,23:59:59
10759583,2023-11-03,23:59:56
10744851,2023-11-02,23:59:56
10730075,2023-11-01,23:59:54
10715329,2023-10-31,23:59:54
10700571,2023-10-30,23:59:58
10685819,2023-10-29,23:59:55
10671080,2023-10-28,23:59:54
10656342,2023-10-27,23:59:56
10641617,2023-10-26,23:59:56
10626917,2023-10-25,23:59:54
10612191,2023-10-24,23:59:58
10597453,2023-10-23,23:59:59
10582702,2023-10-22,23:59:58
10567953,2023-10-21,23:59:58
10553207,2023-10-20,23:59:56
10538440,2023-10-19,23:59:56
10523697,2023-10-18,23:59:59
10508962,2023-10-17,23:59:54
10494215,2023-10-16,23:59:54
10479448,2023-10-15,23:59:59
10464672,2023-10-14,23:59:58
10449880,2023-10-13,23:59:58
10435092,2023-10-12,23:59:58
10420327,2023-10-11,23:59:58
10405585,2023-10-10,23:59:58
10390822,2023-10-09,23:59:59
10376061,2023-10-08,23:59:56
10361306,2023-10-07,23:59:54
10346547,2023-10-06,23:59:55
10331809,2023-10-05,23:59:54
10317063,2023-10-04,23:59:54
10302303,2023-10-03,23:59:59
10287540,2023-10-02,23:59:58
10272795,2023-10-01,23:59:55
10258080,2023-09-30,23:59:56
10243373,2023-09-29,23:59:55
10228654,2023-09-28,23:59:55
10213903,2023-09-27,23:59:56
10199168,2023-09-26,23:59:56
10184420,2023-09-25,23:59:56
10169654,2023-09-24,23:59:57
10154902,2023-09-23,23:59:58
10140147,2023-09-22,23:59:56
10125388,2023-09-21,23:59:59
10110644,2023-09-20,23:59:58
10095900,2023-09-19,23:59:55
10081187,2023-09-18,23:59:56
10066457,2023-09-17,23:59:55
10051844,2023-09-16,23:59:57
10037104,2023-09-15,23:59:57
10022352,2023-09-14,23:59:55
10007597,2023-09-13,23:59:54
9992854,2023-09-12,23:59:54
9978092,2023-09-11,23:59:56
9963327,2023-09-10,23:59:57
9948572,2023-09-09,23:59:58
9933803,2023-09-08,23:59:56
9919018,2023-09-07,23:59:56
9904246,2023-09-06,23:59:54
9889489,2023-09-05,23:59:55
9874734,2023-09-04,23:59:56
9859974,2023-09-03,23:59:59
9845250,2023-09-02,23:59:56
9830525,2023-09-01,23:59:59
9815864,2023-08-31,23:59:58
9801570,2023-08-30,23:59:56
9787198,2023-08-29,23:59:59
9772449,2023-08-28,23:59:57
9757703,2023-08-27,23:59:54
9742978,2023-08-26,23:59:59
9728247,2023-08-25,23:59:57
9713514,2023-08-24,23:59:59
9698765,2023-08-23,23:59:57
9684009,2023-08-22,23:59:56
9669253,2023-08-21,23:59:57
9654499,2023-08-20,23:59:57
9639755,2023-08-19,23:59:59
9625034,2023-08-18,23:59:54
9610319,2023-08-17,23:59:58
9595607,2023-08-16,23:59:56
9580877,2023-08-15,23:59:55
9566107,2023-08-14,23:59:57
9551325,2023-08-13,23:59:55
9536555,2023-08-12,23:59:54
9521782,2023-08-11,23:59:54
9507014,2023-08-10,23:59:54
9492265,2023-08-09,23:59:54
9477509,2023-08-08,23:59:57
9462736,2023-08-07,23:59:57
9447950,2023-08-06,23:59:54
9433190,2023-08-05,23:59:57
9418427,2023-08-04,23:59:58
9403685,2023-08-03,23:59:58
9388935,2023-08-02,23:59:57
9374210,2023-08-01,23:59:58
9359474,2023-07-31,23:59:55
9344769,2023-07-30,23:59:56
9330062,2023-07-29,23:59:55
9315337,2023-07-28,23:59:56
9300616,2023-07-27,23:59:54
9285889,2023-07-26,23:59:58
9271155,2023-07-25,23:59:56
9256418,2023-07-24,23:59:59
9241665,2023-07-23,23:59:56
9226915,2023-07-22,23:59:54
9212203,2023-07-21,23:59:58
9197614,2023-07-20,23:59:57
9182942,2023-07-19,23:59:54
9168197,2023-07-18,23:59:55
9153437,2023-07-17,23:59:56
9138664,2023-07-16,23:59:55
9123933,2023-07-15,23:59:59
9109199,2023-07-14,23:59:59
9094469,2023-07-13,23:59:58
9079729,2023-07-12,23:59:55
9065013,2023-07-11,23:59:58
9050538,2023-07-10,23:59:56
9035798,2023-07-09,23:59:57
9021081,2023-07-08,23:59:57
9006341,2023-07-07,23:59:57
8991608,2023-07-06,23:59:58
8976859,2023-07-05,23:59:54
8962089,2023-07-04,23:59:55
8947314,2023-07-03,23:59:54
8932554,2023-07-02,23:59:59
8917800,2023-07-01,23:59:54
8903061,2023-06-30,23:59:56
8888332,2023-06-29,23:59:58
8873601,2023-06-28,23:59:54
8858857,2023-06-27,23:59:58
8844129,2023-06-26,23:59:58
8829439,2023-06-25,23:59:59
8814724,2023-06-24,23:59:54
8799965,2023-06-23,23:59:58
8785217,2023-06-22,23:59:55
8770474,2023-06-21,23:59:56
8755727,2023-06-20,23:59:59
8740973,2023-06-19,23:59:58
8726220,2023-06-18,23:59:56
8711498,2023-06-17,23:59:54
8696792,2023-06-16,23:59:59
8682075,2023-06-15,23:59:54
8667354,2023-06-14,23:59:58
8652653,2023-06-13,23:59:55
8637936,2023-06-12,23:59:55
8623187,2023-06-11,23:59:56
8608448,2023-06-10,23:59:56
8593793,2023-06-09,23:59:55
8579670,2023-06-08,23:59:55
8565677,2023-06-07,23:59:58
8550957,2023-06-06,23:59:54
8536234,2023-06-05,23:59:56
8521504,2023-06-04,23:59:54
8506787,2023-06-03,23:59:58
8492074,2023-06-02,23:59:55
8477373,2023-06-01,23:59:53
8462685,2023-05-31,23:59:56
8447955,2023-05-30,23:59:54
8433250,2023-05-29,23:59:56
8418507,2023-05-28,23:59:54
8403811,2023-05-27,23:59:59
8389095,2023-05-26,23:59:54
8374370,2023-05-25,23:59:54
8359668,2023-05-24,23:59:56
8344969,2023-05-23,23:59:58
8330280,2023-05-22,23:59:55
8315567,2023-05-21,23:59:57
8300872,2023-05-20,23:59:57
8286177,2023-05-19,23:59:59
8271512,2023-05-18,23:59:56
8256836,2023-05-17,23:59:58
8242171,2023-05-16,23:59:55
8227473,2023-05-15,23:59:55
8212756,2023-05-14,23:59:58
8198047,2023-05-13,23:59:57
8183345,2023-05-12,23:59:56
8168653,2023-05-11,23:59:54
8153930,2023-05-10,23:59:54
8139201,2023-05-09,23:59:56
8124485,2023-05-08,23:59:58
8109767,2023-05-07,23:59:54
8095069,2023-05-06,23:59:58
8080366,2023-05-05,23:59:57
8065667,2023-05-04,23:59:57
8050985,2023-05-03,23:59:58
8036309,2023-05-02,23:59:56
8021740,2023-05-01,23:59:55
8007137,2023-04-30,23:59:54
7992495,2023-04-29,23:59:56
7977853,2023-04-28,23:59:55
7963267,2023-04-27,23:59:54
7948667,2023-04-26,23:59:58
7934037,2023-04-25,23:59:58
7919388,2023-04-24,23:59:58
7904725,2023-04-23,23:59:56
7890024,2023-04-22,23:59:59
7875294,2023-04-21,23:59:54
7860578,2023-04-20,23:59:56
7845867,2023-04-19,23:59:57
7831161,2023-04-18,23:59:56
7816438,2023-04-17,23:59:57
7801724,2023-04-16,23:59:56
7787040,2023-04-15,23:59:55
7772348,2023-04-14,23:59:57
7757692,2023-04-13,23:59:59
7742988,2023-04-12,23:59:54
7728274,2023-04-11,23:59:55
7713559,2023-04-10,23:59:57
7698838,2023-04-09,23:59:58
7684116,2023-04-08,23:59:59
7669404,2023-04-07,23:59:56
7654711,2023-04-06,23:59:57
7640013,2023-04-05,23:59:54
7625298,2023-04-04,23:59:54
7610578,2023-04-03,23:59:54
7595845,2023-04-02,23:59:57
7581108,2023-04-01,23:59:57
7566384,2023-03-31,23:59:54
7551685,2023-03-30,23:59:56
7536969,2023-03-29,23:59:54
7522252,2023-03-28,23:59:55
7507507,2023-03-27,23:59:59
7492754,2023-03-26,23:59:56
7478017,2023-03-25,23:59:55
7463389,2023-03-24,23:59:55
7448940,2023-03-23,23:59:55
7434242,2023-03-22,23:59:58
7419586,2023-03-21,23:59:55
7404902,2023-03-20,23:59:56
7390177,2023-03-19,23:59:59
7375464,2023-03-18,23:59:56
7360753,2023-03-17,23:59:55
7346055,2023-03-16,23:59:58
7331388,2023-03-15,23:59:55
7316742,2023-03-14,23:59:58
7302053,2023-03-13,23:59:57
7287358,2023-03-12,23:59:56
7272680,2023-03-11,23:59:55
7258012,2023-03-10,23:59:58
7243366,2023-03-09,23:59:55
7228710,2023-03-08,23:59:57
7214033,2023-03-07,23:59:55
7199385,2023-03-06,23:59:59
7184778,2023-03-05,23:59:57
7170194,2023-03-04,23:59:58
7155587,2023-03-03,23:59:55
7140944,2023-03-02,23:59:58
7126296,2023-03-01,23:59:54
7111683,2023-02-28,23:59:59
7097092,2023-02-27,23:59:59
7082399,2023-02-26,23:59:59
7067723,2023-02-25,23:59:56
7053060,2023-02-24,23:59:56
7038422,2023-02-23,23:59:58
7023765,2023-02-22,23:59:58
7009107,2023-02-21,23:59:57
6994404,2023-02-20,23:59:56
6979685,2023-02-19,23:59:55
6964998,2023-02-18,23:59:54
6950311,2023-02-17,23:59:58
6935642,2023-02-16,23:59:56
6921010,2023-02-15,23:59:57
6906383,2023-02-14,23:59:59
6891731,2023-02-13,23:59:55
6877033,2023-02-12,23:59:58
6862342,2023-02-11,23:59:55
6847682,2023-02-10,23:59:56
6833109,2023-02-09,23:59:58
6818496,2023-02-08,23:59:57
6803874,2023-02-07,23:59:56
6789240,2023-02-06,23:59:55
6774605,2023-02-05,23:59:58
6759965,2023-02-04,23:59:54
6745535,2023-02-03,23:59:58
6731193,2023-02-02,23:59:56
6716849,2023-02-01,23:59:53
6702532,2023-01-31,23:59:52
6688214,2023-01-30,23:59:56
6673906,2023-01-29,23:59:57
6659667,2023-01-28,23:59:59
6645473,2023-01-27,23:59:56
6631265,2023-01-26,23:59:55
6617051,2023-01-25,23:59:55
6602826,2023-01-24,23:59:56
6588506,2023-01-23,23:59:59
6574021,2023-01-22,23:59:59
6559488,2023-01-21,23:59:59
6544946,2023-01-20,23:59:56
6530420,2023-01-19,23:59:55
6515788,2023-01-18,23:59:54
6501225,2023-01-17,23:59:57
6486695,2023-01-16,23:59:57
6472166,2023-01-15,23:59:56
6457478,2023-01-14,23:59:53
6442796,2023-01-13,23:59:57
6428108,2023-01-12,23:59:59
6413444,2023-01-11,23:59:59
6398856,2023-01-10,23:59:54
6384248,2023-01-09,23:59:56
6369580,2023-01-08,23:59:55
6354921,2023-01-07,23:59:57
6340266,2023-01-06,23:59:57
6325668,2023-01-05,23:59:56
6311011,2023-01-04,23:59:59
6296350,2023-01-03,23:59:58
6281673,2023-01-02,23:59:56
6267032,2023-01-01,23:59:59
6252442,2022-12-31,23:59:58
6237899,2022-12-30,23:59:56
6223322,2022-12-29,23:59:55
6208648,2022-12-28,23:59:58
6193970,2022-12-27,23:59:58
6179300,2022-12-26,23:59:59
6164696,2022-12-25,23:59:56
6150036,2022-12-24,23:59:58
6135345,2022-12-23,23:59:58
6120697,2022-12-22,23:59:58
6106026,2022-12-21,23:59:54
6091371,2022-12-20,23:59:57
6076708,2022-12-19,23:59:56
6062043,2022-12-18,23:59:56
6047415,2022-12-17,23:59:54
6032976,2022-12-16,23:59:57
6018664,2022-12-15,23:59:56
6004497,2022-12-14,23:59:59
5989786,2022-12-13,23:59:56
5975180,2022-12-12,23:59:56
5960605,2022-12-11,23:59:59
5946012,2022-12-10,23:59:57
5931409,2022-12-09,23:59:55
5916824,2022-12-08,23:59:56
5902216,2022-12-07,23:59:58
5887626,2022-12-06,23:59:59
5872989,2022-12-05,23:59:55
5858253,2022-12-04,23:59:58
5843519,2022-12-03,23:59:55
5828786,2022-12-02,23:59:55
5814073,2022-12-01,23:59:59
5799349,2022-11-30,23:59:54
5784650,2022-11-29,23:59:55
5769942,2022-11-28,23:59:56
5755253,2022-11-27,23:59:56
5740556,2022-11-26,23:59:58
5725851,2022-11-25,23:59:58
5711183,2022-11-24,23:59:56
5696549,2022-11-23,23:59:54
5681972,2022-11-22,23:59:57
5667330,2022-11-21,23:59:59
5652697,2022-11-20,23:59:57
5638069,2022-11-19,23:59:56
5623437,2022-11-18,23:59:56
5608813,2022-11-17,23:59:54
5594202,2022-11-16,23:59:57
5579588,2022-11-15,23:59:58
5565056,2022-11-14,23:59:54
5550431,2022-11-13,23:59:58
5535920,2022-11-12,23:59:57
5521336,2022-11-11,23:59:55
5506732,2022-11-10,23:59:55
5492151,2022-11-09,23:59:56
5477549,2022-11-08,23:59:54
5462927,2022-11-07,23:59:55
5448311,2022-11-06,23:59:58
5433701,2022-11-05,23:59:57
5419074,2022-11-04,23:59:54
5404443,2022-11-03,23:59:54
5389806,2022-11-02,23:59:55
5375153,2022-11-01,23:59:57
5360493,2022-10-31,23:59:55
5345854,2022-10-30,23:59:57
5331302,2022-10-29,23:59:54
5316692,2022-10-28,23:59:57
5302055,2022-10-27,23:59:58
5287378,2022-10-26,23:59:57
5272701,2022-10-25,23:59:59
5258040,2022-10-24,23:59:57
5243370,2022-10-23,23:59:54
5228694,2022-10-22,23:59:57
5214016,2022-10-21,23:59:53
5199350,2022-10-20,23:59:55
5184693,2022-10-19,23:59:58
5170019,2022-10-18,23:59:59
5155337,2022-10-17,23:59:58
5140650,2022-10-16,23:59:55
5125976,2022-10-15,23:59:55
5111308,2022-10-14,23:59:56
5096671,2022-10-13,23:59:59
5082012,2022-10-12,23:59:55
5067358,2022-10-11,23:59:56
5052697,2022-10-10,23:59:55
5038035,2022-10-09,23:59:58
5023372,2022-10-08,23:59:56
5008707,2022-10-07,23:59:56
4994043,2022-10-06,23:59:56
4979378,2022-10-05,23:59:56
4964718,2022-10-04,23:59:55
4950091,2022-10-03,23:59:56
4935435,2022-10-02,23:59:58
4920802,2022-10-01,23:59:57
4906170,2022-09-30,23:59:55
4891585,2022-09-29,23:59:55
4876989,2022-09-28,23:59:56
4862374,2022-09-27,23:59:55
4847753,2022-09-26,23:59:54
4833137,2022-09-25,23:59:58
4818544,2022-09-24,23:59:57
4803958,2022-09-23,23:59:58
4789410,2022-09-22,23:59:56
4774851,2022-09-21,23:59:58
4760272,2022-09-20,23:59:54
4745680,2022-09-19,23:59:55
4731057,2022-09-18,23:59:58
4716442,2022-09-17,23:59:56
4701811,2022-09-16,23:59:58
4687153,2022-09-15,23:59:58
4672490,2022-09-14,23:59:54
4657843,2022-09-13,23:59:56
4643187,2022-09-12,23:59:56
4628508,2022-09-11,23:59:54
4613840,2022-09-10,23:59:58
4599156,2022-09-09,23:59:56
4584479,2022-09-08,23:59:59
4569785,2022-09-07,23:59:56
4555108,2022-09-06,23:59:55
4540418,2022-09-05,23:59:55
4525800,2022-09-04,23:59:56
4511180,2022-09-03,23:59:56
4496479,2022-09-02,23:59:57
4481775,2022-09-01,23:59:59
4467058,2022-08-31,23:59:54
4452494,2022-08-30,23:59:56
4438079,2022-08-29,23:59:58
4423516,2022-08-28,23:59:59
4408896,2022-08-27,23:59:56
4394277,2022-08-26,23:59:59
4379651,2022-08-25,23:59:56
4365063,2022-08-24,23:59:59
4350550,2022-08-23,23:59:56
4336020,2022-08-22,23:59:58
4321491,2022-08-21,23:59:55
4306900,2022-08-20,23:59:59
4292274,2022-08-19,23:59:59
4277587,2022-08-18,23:59:54
4262896,2022-08-17,23:59:54
4248183,2022-08-16,23:59:58
4233456,2022-08-15,23:59:59
4218728,2022-08-14,23:59:55
4204011,2022-08-13,23:59:54
4189283,2022-08-12,23:59:55
4174548,2022-08-11,23:59:55
4159816,2022-08-10,23:59:55
4145100,2022-08-09,23:59:57
4130369,2022-08-08,23:59:55
4115632,2022-08-07,23:59:55
4100897,2022-08-06,23:59:59
4086166,2022-08-05,23:59:55
4071441,2022-08-04,23:59:54
4056696,2022-08-03,23:59:55
4041983,2022-08-02,23:59:58
4027262,2022-08-01,23:59:57
4012548,2022-07-31,23:59:55
3997875,2022-07-30,23:59:59
3983178,2022-07-29,23:59:57
3968464,2022-07-28,23:59:56
3953764,2022-07-27,23:59:59
3939065,2022-07-26,23:59:58
3924399,2022-07-25,23:59:59
3909770,2022-07-24,23:59:59
3895102,2022-07-23,23:59:53
3880402,2022-07-22,23:59:55
3865692,2022-07-21,23:59:57
