Block,Date,Time
20981707,2024-06-22,23:59:54
20967491,2024-06-21,23:59:59
20953334,2024-06-20,23:59:58
20939224,2024-06-19,23:59:55
20925070,2024-06-18,23:59:56
20910924,2024-06-17,23:59:56
20896782,2024-06-16,23:59:53
20882771,2024-06-15,23:59:57
20868634,2024-06-14,23:59:55
20854526,2024-06-13,23:59:59
20840378,2024-06-12,23:59:59
20826272,2024-06-11,23:59:59
20812031,2024-06-10,23:59:57
20797726,2024-06-09,23:59:56
20783409,2024-06-08,23:59:58
20769089,2024-06-07,23:59:55
20754780,2024-06-06,23:59:59
20740068,2024-06-05,17:48:02
20729643,2024-06-04,23:59:59
20715365,2024-06-03,23:59:59
20701101,2024-06-02,23:59:57
20686797,2024-06-01,23:59:57
20672623,2024-05-31,23:59:56
20658397,2024-05-30,23:59:55
20644211,2024-05-29,23:59:57
20630036,2024-05-28,23:59:55
20615862,2024-05-27,23:59:57
20601681,2024-05-26,23:59:58
20587490,2024-05-25,23:59:58
20573250,2024-05-24,23:59:59
20558995,2024-05-23,23:59:57
20544750,2024-05-22,23:59:54
20530517,2024-05-21,23:59:54
20516250,2024-05-20,23:59:56
20501971,2024-05-19,23:59:59
20487684,2024-05-18,23:59:55
20473422,2024-05-17,23:59:58
20459116,2024-05-16,23:59:54
20444818,2024-05-15,23:59:57
20430814,2024-05-14,23:59:57
20416613,2024-05-13,23:59:56
20402380,2024-05-12,23:59:57
20388115,2024-05-11,23:59:56
20373845,2024-05-10,23:59:53
20359591,2024-05-09,23:59:58
20345336,2024-05-08,23:59:58
20331078,2024-05-07,23:59:56
20316851,2024-05-06,23:59:58
20302639,2024-05-05,23:59:54
20288394,2024-05-04,23:59:55
20274168,2024-05-03,23:59:55
20259884,2024-05-02,23:59:57
20245622,2024-05-01,23:59:54
20231346,2024-04-30,23:59:57
20217064,2024-04-29,23:59:59
20202792,2024-04-28,23:59:54
20188514,2024-04-27,23:59:55
20174233,2024-04-26,23:59:59
20159952,2024-04-25,23:59:58
20145645,2024-04-24,23:59:53
20131356,2024-04-23,23:59:55
20117069,2024-04-22,23:59:59
20102754,2024-04-21,23:59:56
20088411,2024-04-20,23:59:57
20074038,2024-04-19,23:59:56
20059699,2024-04-18,23:59:54
20045365,2024-04-17,23:59:57
20030978,2024-04-16,23:59:56
20016597,2024-04-15,23:59:56
20002227,2024-04-14,23:59:54
19987839,2024-04-13,23:59:57
19973505,2024-04-12,23:59:58
19959336,2024-04-11,23:59:55
19945028,2024-04-10,23:59:55
19931437,2024-04-09,23:59:58
19917158,2024-04-08,23:59:55
19902852,2024-04-07,23:59:59
19888514,2024-04-06,23:59:55
19874184,2024-04-05,23:59:57
19859898,2024-04-04,23:59:57
19845627,2024-04-03,23:59:57
19831326,2024-04-02,23:59:53
19817039,2024-04-01,23:59:56
19802754,2024-03-31,23:59:54
19788433,2024-03-30,23:59:55
19774125,2024-03-29,23:59:56
19759838,2024-03-28,23:59:59
19745527,2024-03-27,23:59:55
19731247,2024-03-26,23:59:54
19716952,2024-03-25,23:59:56
19702702,2024-03-24,23:59:59
19688419,2024-03-23,23:59:56
19674147,2024-03-22,23:59:54
19659875,2024-03-21,23:59:56
19645652,2024-03-20,23:59:59
19633401,2024-03-19,23:59:56
19619427,2024-03-18,23:59:59
19605492,2024-03-17,23:59:58
19591479,2024-03-16,23:59:57
19577481,2024-03-15,23:59:54
19563554,2024-03-14,23:59:56
19549567,2024-03-13,23:59:55
19535562,2024-03-12,23:59:56
19521582,2024-03-11,23:59:54
19507666,2024-03-10,23:59:55
19493616,2024-03-09,23:59:56
19479566,2024-03-08,23:59:55
19465493,2024-03-07,23:59:54
19451662,2024-03-06,23:59:58
19437711,2024-03-05,23:59:57
19423760,2024-03-04,23:59:57
19409890,2024-03-03,23:59:59
19395899,2024-03-02,23:59:55
19381909,2024-03-01,23:59:54
19367912,2024-02-29,23:59:54
19354004,2024-02-28,23:59:56
19340206,2024-02-27,23:59:59
19326311,2024-02-26,23:59:54
19312476,2024-02-25,23:59:54
19298483,2024-02-24,23:59:59
19284505,2024-02-23,23:59:59
19270578,2024-02-22,23:59:59
19256660,2024-02-21,23:59:54
19242665,2024-02-20,23:59:59
19228701,2024-02-19,23:59:56
19214902,2024-02-18,23:59:53
19200943,2024-02-17,23:59:55
19186956,2024-02-16,23:59:59
19173011,2024-02-15,23:59:58
19159073,2024-02-14,23:59:56
19145208,2024-02-13,23:59:55
19131218,2024-02-12,23:59:57
19117338,2024-02-11,23:59:57
19103351,2024-02-10,23:59:59
19089408,2024-02-09,23:59:58
19075455,2024-02-08,23:59:54
19061546,2024-02-07,23:59:56
19047570,2024-02-06,23:59:55
19033584,2024-02-05,23:59:59
19019611,2024-02-04,23:59:55
19005587,2024-02-03,23:59:56
18991645,2024-02-02,23:59:57
18977685,2024-02-01,23:59:54
18963678,2024-01-31,23:59:55
18949648,2024-01-30,23:59:55
18935658,2024-01-29,23:59:54
18921818,2024-01-28,23:59:54
18907747,2024-01-27,23:59:56
18893670,2024-01-26,23:59:56
18879620,2024-01-25,23:59:57
18865601,2024-01-24,23:59:55
18851565,2024-01-23,23:59:56
18837636,2024-01-22,23:59:58
18823530,2024-01-21,23:59:54
18809393,2024-01-20,23:59:57
18795244,2024-01-19,23:59:58
18781036,2024-01-18,23:59:56
18766850,2024-01-17,23:59:56
18752762,2024-01-16,23:59:58
18738518,2024-01-15,23:59:57
18724391,2024-01-14,23:59:58
18710128,2024-01-13,23:59:55
18695893,2024-01-12,23:59:57
18681640,2024-01-11,23:59:58
18667447,2024-01-10,23:59:57
18653261,2024-01-09,23:59:57
18639041,2024-01-08,23:59:57
18624825,2024-01-07,23:59:55
18610581,2024-01-06,23:59:57
18596344,2024-01-05,23:59:56
18582128,2024-01-04,23:59:54
18567996,2024-01-03,23:59:57
18553861,2024-01-02,23:59:58
18539715,2024-01-01,23:59:53
18525612,2023-12-31,23:59:54
18511391,2023-12-30,23:59:54
18497175,2023-12-29,23:59:59
18482986,2023-12-28,23:59:57
18468793,2023-12-27,23:59:58
18454620,2023-12-26,23:59:54
18440395,2023-12-25,23:59:54
18426101,2023-12-24,23:59:55
18411785,2023-12-23,23:59:58
18397497,2023-12-22,23:59:57
18383235,2023-12-21,23:59:59
18369074,2023-12-20,23:59:57
18354949,2023-12-19,23:59:53
18340762,2023-12-18,23:59:55
18326509,2023-12-17,23:59:54
18312260,2023-12-16,23:59:56
18297937,2023-12-15,23:59:55
18283602,2023-12-14,23:59:55
18269279,2023-12-13,23:59:58
18255271,2023-12-12,23:59:55
18241008,2023-12-11,23:59:59
18226657,2023-12-10,23:59:55
18212336,2023-12-09,23:59:57
18198053,2023-12-08,23:59:58
18183758,2023-12-07,23:59:55
18169415,2023-12-06,23:59:55
18155030,2023-12-05,23:59:58
18140693,2023-12-04,23:59:58
18126352,2023-12-03,23:59:58
18111984,2023-12-02,23:59:58
18097631,2023-12-01,23:59:59
18083788,2023-11-30,23:59:58
18069543,2023-11-29,23:59:58
18055235,2023-11-28,23:59:58
18040945,2023-11-27,23:59:55
18026658,2023-11-26,23:59:55
18012384,2023-11-25,23:59:59
17998109,2023-11-24,23:59:59
17983791,2023-11-23,23:59:56
17969542,2023-11-22,23:59:54
17955327,2023-11-21,23:59:54
17941171,2023-11-20,23:59:58
17927140,2023-11-19,23:59:57
17912864,2023-11-18,23:59:56
17898739,2023-11-17,23:59:56
17884699,2023-11-16,23:59:57
17870686,2023-11-15,23:59:59
17856585,2023-11-14,23:59:54
17842505,2023-11-13,23:59:54
17828528,2023-11-12,23:59:54
17814537,2023-11-11,23:59:59
17800456,2023-11-10,23:59:59
17786405,2023-11-09,23:59:58
17772321,2023-11-08,23:59:55
17758277,2023-11-07,23:59:58
17744359,2023-11-06,23:59:55
17730435,2023-11-05,23:59:57
17716470,2023-11-04,23:59:56
17702520,2023-11-03,23:59:48
17688862,2023-11-02,23:59:58
17675234,2023-11-01,23:59:55
17661277,2023-10-31,23:59:54
17647311,2023-10-30,23:59:59
17633386,2023-10-29,23:59:58
17619445,2023-10-28,23:59:53
17605525,2023-10-27,23:59:57
17591625,2023-10-26,23:59:58
17577745,2023-10-25,23:59:55
17563765,2023-10-24,23:59:56
17549773,2023-10-23,23:59:56
17535870,2023-10-22,23:59:57
17521855,2023-10-21,23:59:56
17507857,2023-10-20,23:59:54
17493840,2023-10-19,23:59:55
17479852,2023-10-18,23:59:57
17465884,2023-10-17,23:59:55
17451875,2023-10-16,23:59:54
17437814,2023-10-15,23:59:57
17423819,2023-10-14,23:59:54
17409798,2023-10-13,23:59:59
17395793,2023-10-12,23:59:59
17381804,2023-10-11,23:59:59
17367971,2023-10-10,23:59:59
17353992,2023-10-09,23:59:56
17340270,2023-10-08,23:59:59
17326640,2023-10-07,23:59:58
17312820,2023-10-06,23:59:56
17299195,2023-10-05,23:59:55
17285469,2023-10-04,23:59:53
17271659,2023-10-03,23:59:54
17257874,2023-10-02,23:59:57
17244008,2023-10-01,23:59:54
17230090,2023-09-30,23:59:53
17216194,2023-09-29,23:59:58
17202250,2023-09-28,23:59:56
17188337,2023-09-27,23:59:57
17174413,2023-09-26,23:59:55
17160457,2023-09-25,23:59:59
17146498,2023-09-24,23:59:55
17132446,2023-09-23,23:59:54
17118419,2023-09-22,23:59:57
17104365,2023-09-21,23:59:57
17090302,2023-09-20,23:59:59
17076208,2023-09-19,23:59:57
17062129,2023-09-18,23:59:54
17048107,2023-09-17,23:59:55
17034023,2023-09-16,23:59:57
17019873,2023-09-15,23:59:58
17005711,2023-09-14,23:59:56
16991557,2023-09-13,23:59:58
16977937,2023-09-12,23:59:59
16964078,2023-09-11,23:59:59
16950257,2023-09-10,23:59:57
16936189,2023-09-09,23:59:55
16922131,2023-09-08,23:59:59
16908074,2023-09-07,23:59:59
16893956,2023-09-06,23:59:59
16879850,2023-09-05,23:59:55
16865815,2023-09-04,23:59:57
16851662,2023-09-03,23:59:59
16837537,2023-09-02,23:59:56
16823553,2023-09-01,23:59:59
16809591,2023-08-31,23:59:58
16795701,2023-08-30,23:59:53
16781744,2023-08-29,23:59:54
16767793,2023-08-28,23:59:55
16753861,2023-08-27,23:59:55
16739908,2023-08-26,23:59:54
16725945,2023-08-25,23:59:57
16712002,2023-08-24,23:59:56
16698162,2023-08-23,23:59:54
16684209,2023-08-22,23:59:58
16670257,2023-08-21,23:59:56
16656379,2023-08-20,23:59:54
16642423,2023-08-19,23:59:53
16628524,2023-08-18,23:59:55
16614868,2023-08-17,23:59:56
16601145,2023-08-16,23:59:54
16587616,2023-08-15,23:59:59
16573744,2023-08-14,23:59:57
16559769,2023-08-13,23:59:54
16545721,2023-08-12,23:59:59
16531671,2023-08-11,23:59:59
16517656,2023-08-10,23:59:56
16503539,2023-08-09,23:59:56
16489356,2023-08-08,23:59:53
16475213,2023-08-07,23:59:54
16461100,2023-08-06,23:59:55
16446983,2023-08-05,23:59:58
16432876,2023-08-04,23:59:56
16418871,2023-08-03,23:59:57
16404873,2023-08-02,23:59:54
16390884,2023-08-01,23:59:54
16376818,2023-07-31,23:59:57
16362701,2023-07-30,23:59:57
16348594,2023-07-29,23:59:57
16334499,2023-07-28,23:59:55
16320422,2023-07-27,23:59:55
16306327,2023-07-26,23:59:59
16292278,2023-07-25,23:59:49
16278260,2023-07-24,23:59:56
16264201,2023-07-23,23:59:57
16250144,2023-07-22,23:59:59
16236086,2023-07-21,23:59:57
16222042,2023-07-20,23:59:53
16208014,2023-07-19,23:59:54
16194020,2023-07-18,23:59:56
16179948,2023-07-17,23:59:57
16165983,2023-07-16,23:59:54
16152065,2023-07-15,23:59:54
16138138,2023-07-14,23:59:56
16124126,2023-07-13,23:59:55
16110222,2023-07-12,23:59:59
16096309,2023-07-11,23:59:55
16082415,2023-07-10,23:59:53
16068510,2023-07-09,23:59:55
16054610,2023-07-08,23:59:59
16040717,2023-07-07,23:59:55
16026858,2023-07-06,23:59:54
16012982,2023-07-05,23:59:54
15999095,2023-07-04,23:59:58
15985217,2023-07-03,23:59:56
15971345,2023-07-02,23:59:57
15957497,2023-07-01,23:59:55
15943617,2023-06-30,23:59:57
15929750,2023-06-29,23:59:58
15915896,2023-06-28,23:59:54
15902120,2023-06-27,23:59:58
15888392,2023-06-26,23:59:56
15874544,2023-06-25,23:59:56
15860712,2023-06-24,23:59:57
15846848,2023-06-23,23:59:59
15833032,2023-06-22,23:59:57
15819297,2023-06-21,23:59:54
15805730,2023-06-20,23:59:55
15792058,2023-06-19,23:59:56
15778385,2023-06-18,23:59:57
15764733,2023-06-17,23:59:59
15751080,2023-06-16,23:59:54
15737422,2023-06-15,23:59:54
15723832,2023-06-14,23:59:55
15710253,2023-06-13,23:59:58
15696667,2023-06-12,23:59:57
15683008,2023-06-11,23:59:58
15669355,2023-06-10,23:59:59
15655696,2023-06-09,23:59:56
15642084,2023-06-08,23:59:59
15628415,2023-06-07,23:59:58
15614805,2023-06-06,23:59:57
15601233,2023-06-05,23:59:54
15587690,2023-06-04,23:59:53
15574147,2023-06-03,23:59:56
15560622,2023-06-02,23:59:57
15547067,2023-06-01,23:59:59
15533502,2023-05-31,23:59:54
15519946,2023-05-30,23:59:54
15506275,2023-05-29,23:59:58
15492589,2023-05-28,23:59:56
15478884,2023-05-27,23:59:58
15465188,2023-05-26,23:59:57
15451549,2023-05-25,23:59:57
15437896,2023-05-24,23:59:59
15424229,2023-05-23,23:59:59
15410564,2023-05-22,23:59:59
15396871,2023-05-21,23:59:58
15383175,2023-05-20,23:59:53
15369464,2023-05-19,23:59:54
15355814,2023-05-18,23:59:59
15342131,2023-05-17,23:59:55
15328418,2023-05-16,23:59:58
15314710,2023-05-15,23:59:57
15301011,2023-05-14,23:59:59
15287306,2023-05-13,23:59:54
15273638,2023-05-12,23:59:58
15259914,2023-05-11,23:59:57
15246188,2023-05-10,23:59:55
15232408,2023-05-09,23:59:59
15218708,2023-05-08,23:59:55
15205266,2023-05-07,23:59:58
15191661,2023-05-06,23:59:55
15178042,2023-05-05,23:59:59
15164486,2023-05-04,23:59:58
15150988,2023-05-03,23:59:54
15137408,2023-05-02,23:59:59
15123746,2023-05-01,23:59:59
15110147,2023-04-30,23:59:59
15096538,2023-04-29,23:59:57
15082892,2023-04-28,23:59:55
15069241,2023-04-27,23:59:57
15055594,2023-04-26,23:59:57
15041977,2023-04-25,23:59:56
15028324,2023-04-24,23:59:56
15014626,2023-04-23,23:59:56
15000915,2023-04-22,23:59:56
14987201,2023-04-21,23:59:57
14973480,2023-04-20,23:59:55
14959755,2023-04-19,23:59:57
14946049,2023-04-18,23:59:53
14932358,2023-04-17,23:59:54
14918659,2023-04-16,23:59:57
14904977,2023-04-15,23:59:57
14891306,2023-04-14,23:59:57
14877605,2023-04-13,23:59:57
14863916,2023-04-12,23:59:57
14850232,2023-04-11,23:59:56
14836551,2023-04-10,23:59:59
14822806,2023-04-09,23:59:58
14809069,2023-04-08,23:59:57
14795352,2023-04-07,23:59:59
14781619,2023-04-06,23:59:54
14767917,2023-04-05,23:59:58
14754216,2023-04-04,23:59:56
14740504,2023-04-03,23:59:58
14726866,2023-04-02,23:59:54
14713224,2023-04-01,23:59:57
14699599,2023-03-31,23:59:54
14685984,2023-03-30,23:59:59
14672283,2023-03-29,23:59:58
14658564,2023-03-28,23:59:57
14644769,2023-03-27,23:59:59
14631011,2023-03-26,23:59:55
14617247,2023-03-25,23:59:54
14603457,2023-03-24,23:59:56
14589678,2023-03-23,23:59:57
14575912,2023-03-22,23:59:58
14562129,2023-03-21,23:59:58
14548344,2023-03-20,23:59:55
14534579,2023-03-19,23:59:56
14520785,2023-03-18,23:59:55
14506988,2023-03-17,23:59:56
14493224,2023-03-16,23:59:58
14479458,2023-03-15,23:59:57
14465915,2023-03-14,23:59:58
14452200,2023-03-13,23:59:55
14438436,2023-03-12,23:59:53
14424675,2023-03-11,23:59:59
14410943,2023-03-10,23:59:59
14397225,2023-03-09,23:59:55
14383518,2023-03-08,23:59:56
14369821,2023-03-07,23:59:56
14356251,2023-03-06,23:59:53
14342681,2023-03-05,23:59:59
14329098,2023-03-04,23:59:57
14315499,2023-03-03,23:59:55
14301919,2023-03-02,23:59:53
14288379,2023-03-01,23:59:54
14274848,2023-02-28,23:59:55
14261334,2023-02-27,23:59:58
14247686,2023-02-26,23:59:54
14234050,2023-02-25,23:59:54
14220434,2023-02-24,23:59:54
14206911,2023-02-23,23:59:59
14193373,2023-02-22,23:59:53
14179861,2023-02-21,23:59:55
14166329,2023-02-20,23:59:56
14152849,2023-02-19,23:59:59
14139298,2023-02-18,23:59:57
14125772,2023-02-17,23:59:55
14112210,2023-02-16,23:59:59
14099309,2023-02-15,23:59:03
14085784,2023-02-14,23:59:55
14072265,2023-02-13,23:59:55
14058657,2023-02-12,23:59:59
14045006,2023-02-11,23:59:55
14031379,2023-02-10,23:59:58
14017751,2023-02-09,23:59:54
14004120,2023-02-08,23:59:55
13990464,2023-02-07,23:59:54
13976819,2023-02-06,23:59:57
13963149,2023-02-05,23:59:56
13949463,2023-02-04,23:59:56
13936304,2023-02-03,23:59:55
13923536,2023-02-02,23:59:58
13910777,2023-02-01,23:59:56
13897909,2023-01-31,23:59:55
13885021,2023-01-30,23:59:59
13872005,2023-01-29,23:59:55
13858948,2023-01-28,23:59:58
13845808,2023-01-28,00:00:00
13832593,2023-01-26,23:59:56
13819144,2023-01-25,23:59:58
13805762,2023-01-24,23:59:58
13792583,2023-01-24,00:00:00
13779668,2023-01-22,23:59:53
13766782,2023-01-21,23:59:59
13753897,2023-01-21,00:00:00
13740881,2023-01-20,00:00:01
13727483,2023-01-18,23:59:53
13713872,2023-01-17,23:59:54
13700205,2023-01-16,23:59:58
13686594,2023-01-15,23:59:54
13673135,2023-01-14,23:59:59
13659623,2023-01-13,23:59:54
13646040,2023-01-12,23:59:58
13632507,2023-01-11,23:59:59
13619030,2023-01-10,23:59:56
13605357,2023-01-09,23:59:57
13591719,2023-01-08,23:59:56
13578072,2023-01-07,23:59:54
13564426,2023-01-06,23:59:56
13550826,2023-01-05,23:59:59
13537202,2023-01-04,23:59:59
13523575,2023-01-03,23:59:58
13509999,2023-01-02,23:59:58
13496405,2023-01-01,23:59:58
13482774,2022-12-31,23:59:59
13469144,2022-12-30,23:59:58
13455541,2022-12-29,23:59:58
13441982,2022-12-28,23:59:56
13428393,2022-12-27,23:59:54
13414791,2022-12-26,23:59:54
13401193,2022-12-25,23:59:56
13387636,2022-12-24,23:59:57
13374153,2022-12-23,23:59:57
13360597,2022-12-22,23:59:55
13347052,2022-12-21,23:59:56
13333521,2022-12-20,23:59:55
13319998,2022-12-19,23:59:55
13306481,2022-12-18,23:59:57
13292894,2022-12-17,23:59:59
13279253,2022-12-16,23:59:58
13265651,2022-12-15,23:59:58
13252102,2022-12-14,23:59:53
13238524,2022-12-13,23:59:58
13224907,2022-12-12,23:59:59
13211292,2022-12-11,23:59:58
13197684,2022-12-10,23:59:59
13184105,2022-12-09,23:59:57
13170481,2022-12-08,23:59:57
13156845,2022-12-07,23:59:59
13143175,2022-12-06,23:59:54
13129519,2022-12-05,23:59:56
13115862,2022-12-04,23:59:59
13102218,2022-12-03,23:59:55
13088630,2022-12-02,23:59:56
13075049,2022-12-01,23:59:53
13061445,2022-11-30,23:59:56
13047823,2022-11-29,23:59:58
13034250,2022-11-28,23:59:58
13020615,2022-11-27,23:59:58
13006959,2022-11-26,23:59:57
12993325,2022-11-25,23:59:57
12979749,2022-11-24,23:59:54
12966145,2022-11-23,23:59:56
12953000,2022-11-22,23:59:58
12939962,2022-11-22,00:00:03
12926905,2022-11-20,23:59:45
12913858,2022-11-20,00:00:03
12900814,2022-11-18,23:59:58
12887810,2022-11-17,23:59:59
12874819,2022-11-16,23:59:58
12861809,2022-11-15,23:59:58
12848793,2022-11-15,00:00:01
12835991,2022-11-13,23:59:50
12823006,2022-11-12,23:59:58
12810037,2022-11-12,00:00:04
12797081,2022-11-11,00:00:04
12784146,2022-11-09,23:59:50
12771191,2022-11-08,23:59:48
12758232,2022-11-07,23:59:49
12745355,2022-11-06,23:59:53
12732477,2022-11-05,23:59:56
12719590,2022-11-04,23:59:52
12706736,2022-11-03,23:59:49
12693859,2022-11-02,23:59:55
12680992,2022-11-01,23:59:54
12668172,2022-10-31,23:59:39
12655540,2022-10-30,23:59:36
12642915,2022-10-29,23:59:46
12630287,2022-10-28,23:59:45
12617663,2022-10-27,23:59:40
12604994,2022-10-26,23:59:42
12592352,2022-10-25,23:59:49
12579724,2022-10-24,23:59:42
12567158,2022-10-23,23:59:38
12554527,2022-10-22,23:59:23
12541895,2022-10-21,23:59:52
12529272,2022-10-20,23:59:36
12516637,2022-10-19,23:59:56
12503484,2022-10-19,00:00:02
12490216,2022-10-17,23:59:57
12477006,2022-10-17,00:00:00
12463757,2022-10-15,23:59:57
12450457,2022-10-15,00:00:00
12437293,2022-10-14,00:00:02
12424146,2022-10-12,23:59:59
12410933,2022-10-12,00:00:00
12397763,2022-10-11,00:00:02
12384678,2022-10-09,23:59:58
12371531,2022-10-08,23:59:59
12358402,2022-10-08,00:00:00
12345277,2022-10-06,23:59:57
12332169,2022-10-06,00:00:01
12319156,2022-10-04,23:59:53
12306020,2022-10-03,23:59:56
12292873,2022-10-02,23:59:59
12279739,2022-10-02,00:00:00
12266644,2022-09-30,23:59:54
12253567,2022-09-29,23:59:53
12240480,2022-09-28,23:59:51
12227397,2022-09-27,23:59:57
12214338,2022-09-26,23:59:57
12201242,2022-09-26,00:00:04
12188141,2022-09-25,00:00:02
12175025,2022-09-23,23:59:49
12161914,2022-09-23,00:00:01
12148831,2022-09-21,23:59:57
12135763,2022-09-20,23:59:54
12122718,2022-09-19,23:59:52
12109725,2022-09-18,23:59:56
12096733,2022-09-17,23:59:58
12083714,2022-09-16,23:59:50
12070713,2022-09-15,23:59:54
12057737,2022-09-14,23:59:49
12044771,2022-09-13,23:59:54
12031790,2022-09-12,23:59:58
12018834,2022-09-11,23:59:41
12005932,2022-09-10,23:59:54
11992995,2022-09-09,23:59:48
11980194,2022-09-08,23:59:45
11967339,2022-09-07,23:59:44
11954371,2022-09-06,23:59:55
11941425,2022-09-05,23:59:52
11928483,2022-09-04,23:59:49
11915539,2022-09-03,23:59:55
11902616,2022-09-02,23:59:51
11889736,2022-09-01,23:59:50
11876936,2022-08-31,23:59:50
11864117,2022-08-30,23:59:48
11851284,2022-08-29,23:59:51
11838496,2022-08-28,23:59:51
11825555,2022-08-27,23:59:49
11812636,2022-08-26,23:59:53
11799719,2022-08-25,23:59:50
11786816,2022-08-24,23:59:48
11773941,2022-08-23,23:59:51
11761218,2022-08-22,23:59:24
11748462,2022-08-21,23:59:49
11735776,2022-08-20,23:59:36
11723092,2022-08-19,23:59:37
11710444,2022-08-18,23:59:31
11697806,2022-08-17,23:59:33
11685131,2022-08-16,23:59:24
11672485,2022-08-15,23:59:48
11659784,2022-08-14,23:59:41
11647077,2022-08-13,23:59:29
11634449,2022-08-12,23:59:31
11621755,2022-08-11,23:59:39
11609168,2022-08-10,23:59:26
11596544,2022-08-09,23:59:38
11583961,2022-08-08,23:59:25
11571316,2022-08-07,23:59:38
11558683,2022-08-06,23:59:37
11545966,2022-08-05,23:59:31
11533262,2022-08-04,23:59:40
11520546,2022-08-03,23:59:24
11507822,2022-08-02,23:59:34
11495189,2022-08-01,23:59:07
11482484,2022-07-31,23:59:39
11469705,2022-07-30,23:59:33
11456954,2022-07-29,23:59:45
11444185,2022-07-28,23:59:15
11431696,2022-07-27,23:59:34
11419008,2022-07-26,23:59:18
11406442,2022-07-25,23:59:25
11393849,2022-07-24,23:59:26
11381130,2022-07-23,23:59:32
11368397,2022-07-22,23:59:34
11355720,2022-07-21,23:59:36
