Block,Date,Time
12953968,2024-07-11,23:59:59
12939178,2024-07-10,23:59:59
12924500,2024-07-09,23:59:54
12909805,2024-07-08,23:59:56
12895040,2024-07-07,23:59:57
12880258,2024-07-06,23:59:54
12865498,2024-07-05,23:59:58
12850768,2024-07-04,23:59:55
12836017,2024-07-03,23:59:59
12821225,2024-07-02,23:59:59
12806445,2024-07-01,23:59:52
12791628,2024-06-30,23:59:57
12776860,2024-06-29,23:59:56
12762067,2024-06-28,23:59:56
12747258,2024-06-27,23:59:58
12732467,2024-06-26,23:59:56
12717646,2024-06-25,23:59:59
12702820,2024-06-24,23:59:54
12688053,2024-06-23,23:59:57
12673352,2024-06-22,23:59:56
12658604,2024-06-21,23:59:56
12643811,2024-06-20,23:59:57
12629026,2024-06-19,23:59:56
12614268,2024-06-18,23:59:57
12599525,2024-06-17,23:59:57
12584822,2024-06-16,23:59:58
12570038,2024-06-15,23:59:55
12555240,2024-06-14,23:59:56
12540452,2024-06-13,23:59:59
12525688,2024-06-12,23:59:57
12510899,2024-06-11,23:59:57
12496119,2024-06-10,23:59:58
12481306,2024-06-09,23:59:55
12466497,2024-06-08,23:59:56
12451696,2024-06-07,23:59:58
12436882,2024-06-06,23:59:55
12422076,2024-06-05,23:59:59
12407293,2024-06-04,23:59:57
12392519,2024-06-03,23:59:56
12377764,2024-06-02,23:59:56
12363011,2024-06-01,23:59:57
12348229,2024-05-31,23:59:59
12333430,2024-05-30,23:59:58
12318686,2024-05-29,23:59:56
12303951,2024-05-28,23:59:58
12289217,2024-05-27,23:59:54
12274438,2024-05-26,23:59:55
12259643,2024-05-25,23:59:55
12244864,2024-05-24,23:59:58
12230090,2024-05-23,23:59:58
12215273,2024-05-22,23:59:58
12200480,2024-05-21,23:59:57
12185739,2024-05-20,23:59:59
12170946,2024-05-19,23:59:54
12156170,2024-05-18,23:59:59
12141421,2024-05-17,23:59:55
12126643,2024-05-16,23:59:58
12111810,2024-05-15,23:59:55
12096982,2024-05-14,23:59:57
12082168,2024-05-13,23:59:59
12067363,2024-05-12,23:59:59
12052541,2024-05-11,23:59:54
12037728,2024-05-10,23:59:57
12022917,2024-05-09,23:59:56
12008087,2024-05-08,23:59:54
11993312,2024-05-07,23:59:56
11978542,2024-05-06,23:59:59
11963773,2024-05-05,23:59:55
11949057,2024-05-04,23:59:55
11934323,2024-05-03,23:59:58
11919598,2024-05-02,23:59:59
11904984,2024-05-01,23:59:59
11890166,2024-04-30,23:59:58
11875344,2024-04-29,23:59:55
11860572,2024-04-28,23:59:58
11845804,2024-04-27,23:59:55
11830994,2024-04-26,23:59:55
11816225,2024-04-25,23:59:57
11801421,2024-04-24,23:59:57
11786609,2024-04-23,23:59:55
11771771,2024-04-22,23:59:55
11756937,2024-04-21,23:59:57
11742059,2024-04-20,23:59:54
11727178,2024-04-19,23:59:55
11712304,2024-04-18,23:59:58
11697423,2024-04-17,23:59:54
11682507,2024-04-16,23:59:55
11667582,2024-04-15,23:59:58
11652684,2024-04-14,23:59:57
11637754,2024-04-13,23:59:58
11622843,2024-04-12,23:59:55
11607937,2024-04-11,23:59:58
11593023,2024-04-10,23:59:55
11578151,2024-04-09,23:59:58
11563275,2024-04-08,23:59:57
11548429,2024-04-07,23:59:58
11533550,2024-04-06,23:59:56
11518667,2024-04-05,23:59:56
11503804,2024-04-04,23:59:58
11488928,2024-04-03,23:59:55
11474096,2024-04-02,23:59:59
11459229,2024-04-01,23:59:56
11444351,2024-03-31,23:59:59
11429461,2024-03-30,23:59:56
11414571,2024-03-29,23:59:58
11399657,2024-03-28,23:59:56
11384739,2024-03-27,23:59:55
11369848,2024-03-26,23:59:54
11354920,2024-03-25,23:59:56
11340019,2024-03-24,23:59:55
11325154,2024-03-23,23:59:56
11310283,2024-03-22,23:59:59
11295424,2024-03-21,23:59:57
11280552,2024-03-20,23:59:54
11265667,2024-03-19,23:59:54
11250741,2024-03-18,23:59:57
11235782,2024-03-17,23:59:54
11220829,2024-03-16,23:59:56
11205893,2024-03-15,23:59:57
11191005,2024-03-14,23:59:54
11176123,2024-03-13,23:59:59
11161258,2024-03-12,23:59:58
11146392,2024-03-11,23:59:59
11131670,2024-03-10,23:59:59
11116845,2024-03-09,23:59:54
11102005,2024-03-08,23:59:57
11087322,2024-03-07,23:59:58
11072460,2024-03-06,23:59:58
11057596,2024-03-05,23:59:58
11042735,2024-03-04,23:59:58
11027864,2024-03-03,23:59:57
11013003,2024-03-02,23:59:58
10998102,2024-03-01,23:59:54
10983209,2024-02-29,23:59:54
10968311,2024-02-28,23:59:55
10953402,2024-02-27,23:59:59
10938510,2024-02-26,23:59:56
10923597,2024-02-25,23:59:59
10908682,2024-02-24,23:59:57
10893784,2024-02-23,23:59:57
10878902,2024-02-22,23:59:56
10864328,2024-02-21,23:59:59
10849442,2024-02-20,23:59:59
10834576,2024-02-19,23:59:59
10819703,2024-02-18,23:59:58
10804846,2024-02-17,23:59:59
10790018,2024-02-16,23:59:59
10775111,2024-02-15,23:59:59
10760184,2024-02-14,23:59:55
10745261,2024-02-13,23:59:56
10730331,2024-02-12,23:59:55
10715396,2024-02-11,23:59:57
10700480,2024-02-10,23:59:54
10685645,2024-02-09,23:59:58
10671010,2024-02-08,23:59:59
10656083,2024-02-07,23:59:54
10641159,2024-02-06,23:59:54
10626226,2024-02-05,23:59:58
10611359,2024-02-04,23:59:57
10596469,2024-02-03,23:59:56
10581577,2024-02-02,23:59:55
10566731,2024-02-01,23:59:57
10551911,2024-01-31,23:59:58
10537094,2024-01-30,23:59:58
10522287,2024-01-29,23:59:56
10507449,2024-01-28,23:59:54
