Block,Date,Time
7018679,2024-05-30,23:59:59
6976944,2024-05-29,23:59:56
6935016,2024-05-28,23:59:58
6892889,2024-05-27,23:59:59
6850742,2024-05-26,23:59:59
6808571,2024-05-25,23:59:59
6766740,2024-05-24,23:59:59
6724372,2024-05-23,23:59:59
6681767,2024-05-22,23:59:59
6639383,2024-05-21,23:59:55
6597061,2024-05-20,23:59:59
6554442,2024-05-19,23:59:58
6511965,2024-05-18,23:59:59
6469871,2024-05-17,23:59:56
6427454,2024-05-16,23:59:59
6384772,2024-05-15,23:59:58
6341986,2024-05-14,23:59:58
6299638,2024-05-13,23:59:58
6257917,2024-05-12,23:59:59
6215878,2024-05-11,23:59:59
6173881,2024-05-10,23:59:58
6133183,2024-05-09,23:59:59
6090910,2024-05-08,23:59:59
6048338,2024-05-07,23:59:58
6006008,2024-05-06,23:59:57
5964421,2024-05-05,23:59:58
5922989,2024-05-04,23:59:54
5880820,2024-05-03,23:59:56
5838579,2024-05-02,23:59:59
5796143,2024-05-01,23:59:59
5754121,2024-04-30,23:59:59
5711378,2024-04-29,23:59:59
5669193,2024-04-28,23:59:58
5626912,2024-04-27,23:59:59
5584965,2024-04-26,23:59:53
5542706,2024-04-25,23:59:59
5499825,2024-04-24,23:59:58
5457069,2024-04-23,23:59:58
5414594,2024-04-22,23:59:59
5372261,2024-04-21,23:59:59
5329697,2024-04-20,23:59:58
5287337,2024-04-19,23:59:58
5244489,2024-04-18,23:59:58
5202288,2024-04-17,23:59:58
5159669,2024-04-16,23:59:58
5117468,2024-04-15,23:59:59
5075258,2024-04-14,23:59:59
5033147,2024-04-13,23:59:59
4991130,2024-04-12,23:59:59
4948795,2024-04-11,23:59:59
4906544,2024-04-10,23:59:58
4864242,2024-04-09,23:59:55
4822384,2024-04-08,23:59:57
4782062,2024-04-07,23:59:58
4743118,2024-04-06,23:59:58
4702991,2024-04-05,23:59:59
4663243,2024-04-04,23:59:59
4623067,2024-04-03,23:59:59
4582930,2024-04-02,23:59:59
4543040,2024-04-01,23:59:59
4503594,2024-03-31,23:59:59
4464567,2024-03-30,23:59:58
4425243,2024-03-29,23:59:59
4385434,2024-03-28,23:59:59
4344688,2024-03-27,23:59:58
4303883,2024-03-26,23:59:56
4263400,2024-03-25,23:59:59
4222817,2024-03-24,23:59:59
4182335,2024-03-23,23:59:59
4141847,2024-03-22,23:59:59
4101129,2024-03-21,23:59:58
4061105,2024-03-20,23:59:59
4020689,2024-03-19,23:59:58
3980216,2024-03-18,23:59:59
3939958,2024-03-17,23:59:57
3900401,2024-03-16,23:59:59
3860364,2024-03-15,23:59:56
3820826,2024-03-14,23:59:56
3780655,2024-03-13,23:59:58
3741443,2024-03-12,23:59:59
3701997,2024-03-11,23:59:54
3663176,2024-03-10,23:59:58
3624809,2024-03-09,23:59:58
3585431,2024-03-08,23:59:59
3546890,2024-03-07,23:59:59
3509688,2024-03-06,23:59:59
3470592,2024-03-05,23:59:59
3431215,2024-03-04,23:59:55
3391770,2024-03-03,23:59:58
3353417,2024-03-02,23:59:59
3314352,2024-03-01,23:59:59
3275320,2024-02-29,23:59:58
3236296,2024-02-28,23:59:59
3198981,2024-02-27,23:59:56
3161458,2024-02-26,23:59:58
3124393,2024-02-25,23:59:58
3087424,2024-02-24,23:59:59
3050843,2024-02-23,23:59:57
3014129,2024-02-22,23:59:56
2977381,2024-02-21,23:59:58
2942466,2024-02-20,23:59:56
2909026,2024-02-19,23:59:58
2873791,2024-02-18,23:59:58
2839577,2024-02-17,23:59:59
2804826,2024-02-16,23:59:54
2771127,2024-02-15,23:59:59
2736392,2024-02-14,23:59:56
2701470,2024-02-13,23:59:55
2667030,2024-02-12,23:59:59
2635470,2024-02-12,00:00:16
2606337,2024-02-10,23:59:56
2573477,2024-02-10,00:00:14
2544415,2024-02-09,00:00:19
2512978,2024-02-07,23:59:59
2479647,2024-02-06,23:59:58
2446972,2024-02-05,23:59:59
2415152,2024-02-04,23:59:59
2380941,2024-02-03,23:59:59
2346318,2024-02-03,00:00:00
2315243,2024-02-01,23:59:57
2283251,2024-01-31,23:59:59
2254832,2024-01-31,00:14:16
2229761,2024-01-30,00:08:29
2201907,2024-01-29,00:02:02
2173372,2024-01-28,00:01:03
2144763,2024-01-27,00:01:00
2116068,2024-01-26,00:00:58
2087340,2024-01-25,00:00:42
2058989,2024-01-24,00:01:23
2031826,2024-01-23,00:01:46
2003621,2024-01-22,00:02:07
1975616,2024-01-21,00:01:53
1947528,2024-01-20,00:02:10
1919419,2024-01-19,00:02:04
1891205,2024-01-18,00:02:32
1865451,2024-01-17,00:37:57
1840135,2024-01-16,00:04:52
1811748,2024-01-15,00:01:35
1783181,2024-01-14,00:01:36
1754897,2024-01-13,00:01:09
1726335,2024-01-12,00:00:44
1697702,2024-01-11,00:01:27
1669176,2024-01-10,00:01:01
1642433,2024-01-09,00:02:51
1613936,2024-01-08,00:00:41
1585304,2024-01-07,00:00:43
1556870,2024-01-06,00:00:44
1528184,2024-01-05,00:00:42
1499452,2024-01-04,00:00:38
1470992,2024-01-03,00:00:22
1442638,2024-01-02,00:00:20
1413754,2024-01-01,00:00:20
1385039,2023-12-31,00:00:29
1356539,2023-12-30,00:00:35
1329673,2023-12-29,00:14:01
1302881,2023-12-28,00:00:17
1274510,2023-12-27,00:00:28
1246482,2023-12-26,00:05:33
1220482,2023-12-25,00:05:59
1193923,2023-12-24,00:02:27
1166757,2023-12-23,00:03:08
1142704,2023-12-22,00:18:51
1119203,2023-12-21,01:00:44
1092476,2023-12-20,00:00:41
1064639,2023-12-19,00:00:03
1036516,2023-12-18,00:00:15
1008439,2023-12-17,00:00:02
980384,2023-12-15,23:59:58
951993,2023-12-14,23:59:39
923981,2023-12-14,00:00:01
897094,2023-12-12,23:59:42
869219,2023-12-11,23:59:57
841774,2023-12-10,23:59:45
813684,2023-12-09,23:59:58
786945,2023-12-08,23:32:33
760332,2023-12-07,23:59:45
731413,2023-12-06,23:59:49
702945,2023-12-05,23:59:54
674162,2023-12-04,23:59:39
646145,2023-12-03,23:59:08
617919,2023-12-02,23:56:31
590580,2023-12-01,22:13:05
566485,2023-11-30,23:56:07
539322,2023-11-29,23:57:20
511734,2023-11-28,23:55:04
485125,2023-11-27,23:57:39
457696,2023-11-26,23:49:31
431644,2023-11-25,23:49:30
405414,2023-11-24,23:50:12
379181,2023-11-23,23:51:30
352201,2023-11-22,23:58:54
323665,2023-11-21,23:59:20
295485,2023-11-20,23:59:10
