Block,Date,Time
471407,2024-04-11,23:59:56
465944,2024-04-10,23:59:44
460477,2024-04-09,23:59:53
455007,2024-04-08,23:59:54
449543,2024-04-07,23:59:52
444068,2024-04-06,23:59:51
438592,2024-04-05,23:59:44
433114,2024-04-04,23:59:49
427638,2024-04-03,23:59:48
422146,2024-04-02,23:59:59
416646,2024-04-01,23:59:46
411177,2024-03-31,23:59:59
405670,2024-03-30,23:59:49
400164,2024-03-29,23:59:58
394658,2024-03-28,23:59:55
389150,2024-03-27,23:59:59
383635,2024-03-26,23:59:51
378111,2024-03-25,23:59:49
372598,2024-03-24,23:59:59
367075,2024-03-23,23:59:52
361552,2024-03-22,23:59:44
356030,2024-03-21,23:59:57
350508,2024-03-20,23:59:53
344985,2024-03-19,23:59:48
339462,2024-03-18,23:59:56
333938,2024-03-17,23:59:57
328413,2024-03-16,23:59:51
322890,2024-03-15,23:59:58
317366,2024-03-14,23:59:45
311843,2024-03-13,23:59:56
306319,2024-03-12,23:59:59
300799,2024-03-11,23:59:57
295280,2024-03-10,23:59:45
289763,2024-03-09,23:59:47
284244,2024-03-08,23:59:47
278728,2024-03-07,23:59:52
273214,2024-03-06,23:59:54
267692,2024-03-05,23:59:59
262168,2024-03-04,23:59:48
256652,2024-03-03,23:59:50
251136,2024-03-02,23:59:52
245620,2024-03-01,23:59:54
240104,2024-02-29,23:59:56
234587,2024-02-28,23:59:51
229070,2024-02-27,23:59:56
223552,2024-02-26,23:59:52
218034,2024-02-25,23:59:46
212517,2024-02-24,23:59:54
207002,2024-02-23,23:59:52
201488,2024-02-22,23:59:54
195977,2024-02-21,23:59:53
190466,2024-02-20,23:59:55
184954,2024-02-19,23:59:46
179441,2024-02-18,23:59:53
173927,2024-02-17,23:59:55
168412,2024-02-16,23:59:56
162892,2024-02-15,23:59:47
157365,2024-02-14,23:59:55
151836,2024-02-13,23:59:53
146306,2024-02-12,23:59:45
140770,2024-02-11,23:59:44
135228,2024-02-10,23:59:53
129686,2024-02-09,23:59:57
124142,2024-02-08,23:59:47
118598,2024-02-07,23:59:49
113054,2024-02-06,23:59:56
107510,2024-02-05,23:59:54
101967,2024-02-04,23:59:54
96424,2024-02-03,23:59:44
90882,2024-02-02,23:59:57
85338,2024-02-01,23:59:48
79795,2024-01-31,23:59:57
74251,2024-01-30,23:59:57
68708,2024-01-29,23:59:49
63169,2024-01-28,23:59:46
57631,2024-01-27,23:59:52
52092,2024-01-26,23:59:45
46554,2024-01-25,23:59:50
41013,2024-01-24,23:59:48
35474,2024-01-23,23:59:47
29920,2024-01-22,23:59:49
24358,2024-01-21,23:59:54
18794,2024-01-20,23:59:46
13231,2024-01-19,23:59:53
7666,2024-01-18,23:59:56
2084,2024-01-17,23:59:46
