Block,Date,Time
1928587,2024-07-19,23:59:59
1921289,2024-07-18,23:59:59
1914004,2024-07-17,23:59:49
1906719,2024-07-16,23:59:49
1899420,2024-07-15,23:59:49
1892107,2024-07-14,23:59:48
1884777,2024-07-13,23:59:53
1877450,2024-07-12,23:59:50
1870133,2024-07-11,23:59:48
1862818,2024-07-10,23:59:56
1855500,2024-07-09,23:59:48
1848187,2024-07-08,23:59:50
1840869,2024-07-07,23:59:52
1833554,2024-07-06,23:59:52
1826239,2024-07-05,23:59:52
1818929,2024-07-04,23:59:50
1811627,2024-07-03,23:59:54
1804323,2024-07-02,23:59:54
1797020,2024-07-01,23:59:58
1789718,2024-06-30,23:59:50
1782406,2024-06-29,23:59:59
1775095,2024-06-28,23:59:51
1767786,2024-06-27,23:59:56
1760499,2024-06-26,23:59:59
1753200,2024-06-25,23:59:55
1745901,2024-06-24,23:59:50
1738598,2024-06-23,23:59:50
1731294,2024-06-22,23:59:49
1723999,2024-06-21,23:59:50
1716699,2024-06-20,23:59:51
1709407,2024-06-19,23:59:50
1702123,2024-06-18,23:59:59
1694844,2024-06-17,23:59:53
1687566,2024-06-16,23:59:51
1680286,2024-06-15,23:59:49
1673007,2024-06-14,23:59:54
1665728,2024-06-13,23:59:53
1658446,2024-06-12,23:59:53
1651160,2024-06-11,23:59:59
1643871,2024-06-10,23:59:50
1636585,2024-06-09,23:59:57
1629291,2024-06-08,23:59:50
1621992,2024-06-07,23:59:49
1614695,2024-06-06,23:59:52
1607394,2024-06-05,23:59:53
1600103,2024-06-04,23:59:48
1592805,2024-06-03,23:59:53
1585504,2024-06-02,23:59:54
1578206,2024-06-01,23:59:51
1570913,2024-05-31,23:59:58
1563625,2024-05-30,23:59:59
1556332,2024-05-29,23:59:59
1549035,2024-05-28,23:59:59
1541737,2024-05-27,23:59:58
1534439,2024-05-26,23:59:48
1527153,2024-05-25,23:59:49
1519860,2024-05-24,23:59:58
1512550,2024-05-23,23:59:48
1505247,2024-05-22,23:59:50
1497954,2024-05-21,23:59:50
1490681,2024-05-20,23:59:58
1483398,2024-05-19,23:59:59
1476099,2024-05-18,23:59:55
1468798,2024-05-17,23:59:51
1461529,2024-05-16,23:59:57
1454265,2024-05-15,23:59:56
1446983,2024-05-14,23:59:58
1439728,2024-05-13,23:59:51
1432496,2024-05-12,23:59:51
1425263,2024-05-11,23:59:56
1417995,2024-05-10,23:59:57
1410757,2024-05-09,23:59:55
1403522,2024-05-08,23:59:51
1396265,2024-05-07,23:59:51
1389015,2024-05-06,23:59:59
1381773,2024-05-05,23:59:51
1374532,2024-05-04,23:59:52
1367279,2024-05-03,23:59:48
1360027,2024-05-02,23:59:53
1352773,2024-05-01,23:59:56
1345512,2024-04-30,23:59:48
1338265,2024-04-29,23:59:59
1330995,2024-04-28,23:59:55
1323714,2024-04-27,23:59:48
1316431,2024-04-26,23:59:48
1309160,2024-04-25,23:59:55
1301878,2024-04-24,23:59:57
1294594,2024-04-23,23:59:49
1287302,2024-04-22,23:59:50
1279998,2024-04-21,23:59:57
1272688,2024-04-20,23:59:57
1265384,2024-04-19,23:59:58
1258082,2024-04-18,23:59:50
1250780,2024-04-17,23:59:52
1243484,2024-04-16,23:59:49
1236185,2024-04-15,23:59:59
1228890,2024-04-14,23:59:50
1221587,2024-04-13,23:59:54
1214287,2024-04-12,23:59:51
1206988,2024-04-11,23:59:55
1199688,2024-04-10,23:59:54
1192398,2024-04-09,23:59:51
1185070,2024-04-08,23:59:51
1177737,2024-04-07,23:59:52
1170404,2024-04-06,23:59:56
1163072,2024-04-05,23:59:58
1155737,2024-04-04,23:59:49
1148396,2024-04-03,23:59:57
1141052,2024-04-02,23:59:54
1133710,2024-04-01,23:59:50
1126364,2024-03-31,23:59:51
1119023,2024-03-30,23:59:59
1111679,2024-03-29,23:59:59
1104340,2024-03-28,23:59:50
1096995,2024-03-27,23:59:58
1089604,2024-03-26,23:59:57
1081794,2024-03-25,23:59:53
1073981,2024-03-24,23:59:56
1066172,2024-03-23,23:59:52
1058366,2024-03-22,23:59:54
1050556,2024-03-21,23:59:59
1042749,2024-03-20,23:59:50
1034945,2024-03-19,23:59:57
1027442,2024-03-18,23:59:57
1020084,2024-03-17,23:59:49
1012725,2024-03-16,23:59:49
1005367,2024-03-15,23:59:49
998007,2024-03-14,23:59:49
990660,2024-03-13,23:59:55
983344,2024-03-12,23:59:50
976020,2024-03-11,23:59:49
968696,2024-03-10,23:59:57
961367,2024-03-09,23:59:51
954036,2024-03-08,23:59:56
946701,2024-03-07,23:59:50
939366,2024-03-06,23:59:59
932023,2024-03-05,23:59:52
924692,2024-03-04,23:59:49
917377,2024-03-03,23:59:56
910055,2024-03-02,23:59:49
902735,2024-03-01,23:59:54
895403,2024-02-29,23:59:57
888079,2024-02-28,23:59:49
880750,2024-02-27,23:59:49
873418,2024-02-26,23:59:53
866078,2024-02-25,23:59:59
858736,2024-02-24,23:59:53
851395,2024-02-23,23:59:49
844056,2024-02-22,23:59:48
836718,2024-02-21,23:59:56
829378,2024-02-20,23:59:48
822042,2024-02-19,23:59:50
814705,2024-02-18,23:59:57
807365,2024-02-17,23:59:59
800025,2024-02-16,23:59:59
792683,2024-02-15,23:59:58
785341,2024-02-14,23:59:59
778003,2024-02-13,23:59:55
770664,2024-02-12,23:59:55
763332,2024-02-11,23:59:58
756001,2024-02-10,23:59:48
748671,2024-02-09,23:59:55
741348,2024-02-08,23:59:51
734005,2024-02-07,23:59:54
726647,2024-02-06,23:59:50
719289,2024-02-05,23:59:54
711914,2024-02-04,23:59:56
704536,2024-02-03,23:59:52
697155,2024-02-02,23:59:57
689782,2024-02-01,23:59:54
682409,2024-01-31,23:59:50
675025,2024-01-30,23:59:54
667641,2024-01-29,23:59:48
660257,2024-01-28,23:59:48
652876,2024-01-27,23:59:59
645497,2024-01-26,23:59:59
638118,2024-01-25,23:59:53
630738,2024-01-24,23:59:55
623356,2024-01-23,23:59:59
615968,2024-01-22,23:59:58
608580,2024-01-21,23:59:51
601193,2024-01-20,23:59:56
593804,2024-01-19,23:59:59
586413,2024-01-18,23:59:54
579019,2024-01-17,23:59:48
571630,2024-01-16,23:59:53
564245,2024-01-15,23:59:56
556867,2024-01-14,23:59:55
549484,2024-01-13,23:59:50
542100,2024-01-12,23:59:59
534746,2024-01-11,23:59:52
527469,2024-01-10,23:59:48
520097,2024-01-09,23:59:51
512726,2024-01-08,23:59:57
505356,2024-01-07,23:59:58
497990,2024-01-06,23:59:54
490623,2024-01-05,23:59:52
483254,2024-01-04,23:59:50
475880,2024-01-03,23:59:59
468503,2024-01-02,23:59:49
461116,2024-01-01,23:59:56
453718,2023-12-31,23:59:56
446317,2023-12-30,23:59:56
438914,2023-12-29,23:59:56
431507,2023-12-28,23:59:52
424111,2023-12-27,23:59:57
416710,2023-12-26,23:59:56
409311,2023-12-25,23:59:54
401918,2023-12-24,23:59:57
394529,2023-12-23,23:59:49
387134,2023-12-22,23:59:54
379752,2023-12-21,23:59:48
372382,2023-12-20,23:59:54
364987,2023-12-19,23:59:56
357624,2023-12-18,23:59:57
351090,2023-12-17,23:59:49
343914,2023-12-16,23:59:52
336501,2023-12-15,23:59:56
329089,2023-12-14,23:59:51
321698,2023-12-13,23:59:58
314290,2023-12-12,23:59:55
306880,2023-12-11,23:59:54
299460,2023-12-10,23:59:55
292028,2023-12-09,23:59:59
284594,2023-12-08,23:59:57
277159,2023-12-07,23:59:57
269719,2023-12-06,23:59:59
262291,2023-12-05,23:59:54
254851,2023-12-04,23:59:53
247424,2023-12-03,23:59:53
239990,2023-12-02,23:59:54
232561,2023-12-01,23:59:49
225130,2023-11-30,23:59:49
217715,2023-11-29,23:59:58
210311,2023-11-28,23:59:51
202907,2023-11-27,23:59:59
195493,2023-11-26,23:59:50
188073,2023-11-25,23:59:53
180646,2023-11-24,23:59:51
173226,2023-11-23,23:59:50
165808,2023-11-22,23:59:49
158396,2023-11-21,23:59:50
150981,2023-11-20,23:59:51
143544,2023-11-19,23:59:49
136115,2023-11-18,23:59:55
128676,2023-11-17,23:59:51
121249,2023-11-16,23:59:50
113826,2023-11-15,23:59:55
106411,2023-11-14,23:59:57
99000,2023-11-13,23:59:48
91605,2023-11-12,23:59:59
84202,2023-11-11,23:59:52
76804,2023-11-10,23:59:50
69391,2023-11-09,23:59:48
61980,2023-11-08,23:59:59
54606,2023-11-07,23:59:55
47224,2023-11-06,23:59:58
39830,2023-11-05,23:59:52
32451,2023-11-04,23:59:59
25065,2023-11-03,23:59:55
17684,2023-11-02,23:59:52
10298,2023-11-01,23:59:57
2994,2023-10-31,23:59:54
